,year,gender,place,place_gender,name,city,bib,division,half,finish
158,2014,M,354,317,"Biddle, Richard (USA)","Denver, CO",2021,30-34,1:22:47,2:47:49
159,2014,M,356,319,"Barrett, Kevin (USA)","Smyrna, TN",2891,16-19,1:23:16,2:47:51
160,2014,M,359,321,"Cichon, Scott (USA)","Pittsburg, KS",2328,25-29,1:22:34,2:47:52
161,2014,M,361,323,"Quaranto, Michael (USA)","Chicago, IL",773,35-39,1:23:32,2:47:54
162,2014,M,363,325,"Rotman, Greg (USA)","Hudsonville, MI",2221,35-39,1:23:56,2:47:54
163,2014,M,365,327,"Stemberger, Scott (USA)","Dallas, TX",2191,35-39,1:19:17,2:47:56
164,2014,M,367,329,"Senac, Pierre (FRA)",Beauchamp,365,45-49,1:15:54,2:48:02
165,2014,M,370,331,"Fisher, Zafar (USA)","Santa Monica, CA",579,35-39,1:25:01,2:48:06
166,2014,M,372,333,"Mack, Michael (USA)","Saint Paul, MN",1954,30-34,1:21:05,2:48:11
167,2014,M,374,335,"Holt, Chad (USA)","Blacksburg, VA",1260,25-29,1:19:06,2:48:15
168,2014,M,376,337,"Mudge, Nathan (CAN)","Sault Ste Marie, ON",1776,35-39,1:19:28,2:48:20
169,2014,M,378,339,"Hopper, Ryan (USA)","Cincinnati, OH",1028,30-34,1:22:04,2:48:20
170,2014,M,381,341,"Leonard, Dan (USA)","Chicago, IL",2219,25-29,1:23:07,2:48:28
171,2014,M,383,343,"Pultorak, Jim (USA)","Rockwall, TX",1335,45-49,1:23:00,2:48:30
172,2014,M,386,345,"Crandall, Russell (USA)","Davidson, NC",1916,40-44,1:21:47,2:48:35
173,2014,M,389,347,"Stankiewicz, Kevin (USA)","Bismarck, ND",2557,40-44,1:24:47,2:48:39
174,2014,M,391,349,"Leone, Simo (USA)","San Francisco, CA",1002,25-29,1:19:27,2:48:50
175,2014,M,393,351,"Smith, Walter (USA)","Austin, TX",1306,50-54,1:23:27,2:48:55
176,2014,M,395,353,"Orgar, Patrick (CAN)","Hamilton, ON",1432,45-49,1:19:45,2:48:57
177,2014,M,398,355,"Vickrey, Clifford (USA)","Chicago, IL",566,20-24,1:25:11,2:49:01
178,2014,M,400,357,"Harrington, James (USA)","Chicago, IL",3710,35-39,1:23:43,2:49:03
179,2014,M,402,359,"Canan, Mike (USA)","Port Saint Lucie, FL",1973,30-34,1:24:20,2:49:06
180,2014,M,406,361,"Annan, Jason (USA)","Mount Pleasant, SC",1711,40-44,1:24:17,2:49:16
181,2014,M,408,363,"Casazza, Curt (USA)","Cameron Park, CA",1596,40-44,1:24:42,2:49:19
182,2014,M,410,365,"Peterson, Brian (USA)","Toluca, IL",807,20-24,1:22:16,2:49:21
183,2014,M,412,367,"McElligott, Steven (CAN)","Montreal, QC",2199,30-34,1:26:34,2:49:25
184,2014,M,415,369,"Miganowicz, Jonathan (USA)","Templeton, MA",1498,25-29,1:24:41,2:49:26
